codigo,nit_proveedor,iva_compra,nombre_producto,precio_compra,precio_venta
354493031,90,8.883,Greenland,722.922,549.9369
126411009,208,15.312,Niger,475.872,193.4766
230249154,811,12.876,Switzerland,817.874,108.3945
646219182,836,15.83,Aruba,148.249,264.9899
178392671,824,4.877,China,186.733,298.8726
156323715,930,7.477,Dominican Republic,627.792,569.602
327777269,151,11.835,Ireland,542.632,126.2243
439636654,463,1.834,Ireland,875.126,832.4691
252598591,939,6.155,Chad,85.709,936.7309
871124294,671,3.562,Estonia,666.746,146.9309
904783750,824,4.002,Namibia,597.259,227.1385
235975268,962,3.523,Montserrat,624.908,859.1513
642453536,652,2.451,Angola,962.539,473.1077
786124834,605,2.935,Madagascar,541.188,420.4174
624213295,869,11.435,Somalia,420.457,922.4178
605735589,66,12.122,Mongolia,764.61,463.9619
875331685,231,6.078,Burundi,49.219,506.1025
339179682,780,9.546,"Micronesia, Federated States of",82.56,708.871
997271226,281,2.766,Gabon,750.466,851.9431
767062495,586,11.853,Sweden,239.363,607.5361
891971250,533,12.81,"Lao People""S Democratic Republic",982.665,580.019
33971727,621,1.172,Bosnia and Herzegovina,640.237,886.7363
485610233,776,5.492,Niger,374.788,716.7329
974809322,215,1.604,Netherlands Antilles,375.882,756.7659
719675481,425,1.387,Antarctica,493.256,7.0307
532935844,687,9.81,Canada,588.552,321.7759
449856559,115,14.203,Ethiopia,114.745,67.6229
603473653,111,12.159,Seychelles,62.155,535.5646
805596699,105,14.372,Kazakhstan,149.102,904.27
195248925,457,9.543,Lithuania,334.196,504.3566
601756292,311,11.077,Sierra Leone,55.313,31.3863
378252581,295,10.068,Seychelles,1.165,229.0319
2666186,609,7.969,Barbados,610.758,727.6854
323951378,298,3.855,Burundi,388.817,812.4827
401854134,509,7.42,"Tanzania, United Republic of",236.897,278.6796
21804058,964,1.487,"Virgin Islands, U.S.",581.003,487.3771
454074882,61,8.029,Bermuda,382.281,609.5476
272286040,424,15.722,Pitcairn,564.276,66.2297
303468423,920,9.717,Jordan,760.912,267.7456
369966403,755,8.038,Solomon Islands,752.394,987.0191
739021979,986,1.423,Paraguay,297.875,58.9064
528291074,9,8.967,Peru,906.705,489.4507
457867799,890,2.16,Nigeria,688.25,26.7231
49569680,17,1.845,"Korea, Republic of",522.202,525.9287
649925062,468,12.412,Netherlands Antilles,83.139,352.0145
88766216,458,2.233,Morocco,7.242,102.3485
132527649,896,11.208,Tuvalu,315.531,867.8009
522827152,153,2.659,"Cote D""Ivoire",800.847,117.0105
635769904,844,8.516,Wallis and Futuna,281.595,830.8231
844187212,462,6.249,Reunion,553.908,496.098
152519099,10,6.242,Mauritania,654.508,154.0747
82706126,865,5.966,Norway,788.273,749.0832
664031349,744,9.458,Kenya,922.014,44.4738
864719078,527,12.58,Bermuda,553.36,951.5721
108627702,533,6.899,Wallis and Futuna,587.085,734.8196
684076566,54,8.758,Saint Vincent and the Grenadines,755.158,362.29
22789811,183,2.312,Morocco,3.693,655.2434
29738279,799,2.175,Mozambique,144.783,628.833
140398247,60,2.502,Finland,431.855,439.4011
35652420,800,9.223,Trinidad and Tobago,723.085,847.0277
505118969,823,2.21,French Guiana,447.165,225.1677
251914539,823,14.116,Barbados,765.91,138.1099
198989455,372,11.537,Ireland,620.279,342.7116
370014175,675,7.099,Congo,388.33,236.9961
995737632,6,1.835,Viet Nam,208.477,823.0793
612212626,991,12.933,Yemen,818.064,422.3645
334693016,314,9.672,Cook Islands,24.732,407.0957
133350555,869,2.44,Wallis and Futuna,875.592,453.6611
145947182,26,11.986,"Palestinian Territory, Occupied",969.645,485.8593
630800517,237,8.533,Cambodia,368.981,1.4255
404691483,725,5.258,Ecuador,334.976,465.9808
546848113,359,15.344,Martinique,322.263,283.5329
805279786,670,15.803,France,385.851,955.9655
420807224,693,3.48,Heard Island and Mcdonald Islands,60.683,836.8103
285395809,443,2.617,Saudi Arabia,822.344,175.7924
334231406,568,12.362,Åland Islands,382.14,271.4029
919323145,609,10.948,"Korea, Republic of",536.334,730.2782
377012437,481,7.277,Heard Island and Mcdonald Islands,947.531,210.7942
415683696,422,7.632,San Marino,549.518,709.5537
119352405,721,4.391,"Korea, Republic of",162.102,410.1975
617042311,909,10.647,New Zealand,211.437,52.5555
674211420,559,14.988,Ethiopia,636.007,874.7083
509407533,514,8.811,"Micronesia, Federated States of",399.268,658.7059
388196803,775,12.269,Sri Lanka,984.178,31.7188
525162513,810,3.364,Ireland,849.192,559.6163
328360753,679,9.844,Western Sahara,919.859,622.9573
111163885,545,4.207,"Congo, The Democratic Republic of the",395.299,108.8353
355652874,288,14.991,Sweden,582.87,446.3893
664134158,83,9.158,Liechtenstein,139.831,66.6529
877075893,705,1.702,"Palestinian Territory, Occupied",475.885,148.7648
447644927,693,8.472,Philippines,209.771,423.0823
991790021,295,8.555,Malta,813.617,101.7946
537197367,607,1.478,Saint Pierre and Miquelon,976.887,222.4673
467593572,5,12.527,Paraguay,402.242,175.9985
107529736,994,12.731,Senegal,549.527,415.9558
858602097,657,8.247,Eritrea,661.424,196.8492
79710278,801,10.498,Denmark,982.082,494.3147
554486128,632,1.149,Lithuania,352.047,455.3575
814556425,794,7.056,Israel,737.896,712.1683
826341069,247,4.393,Åland Islands,303.492,563.4487
949287130,59,15.832,Gibraltar,998.634,319.8271
714381514,982,13.009,China,247.705,921.2093
249625827,333,10.375,Georgia,223.374,89.0513
520620547,109,5.288,Guinea-Bissau,782.33,919.0452
436813238,692,2.163,Tunisia,934.751,756.2562
694148920,311,14.427,Guatemala,157.929,835.5941
141333824,351,12.119,Slovakia,917.403,973.8628
311035411,507,2.779,United States,101.045,608.4249
964565486,233,2.565,Comoros,206.016,648.6264
13151508,227,15.02,Turkey,223.139,711.5997
448178604,556,15.691,Bolivia,114.77,174.0561
993261440,828,6.125,Hungary,724.271,306.7445
932502468,815,3.588,Slovakia,904.481,838.4949
736623378,336,3.892,Tonga,876.907,614.4221
989129256,350,8.25,Ethiopia,866.873,801.5053
641400661,419,1.915,Slovakia,141.082,704.3635
174157936,288,14.752,Canada,296.197,932.6111
79791118,421,6.219,Nauru,942.488,429.4463
321524186,758,8.364,Morocco,816.382,428.7567
711783583,923,6.458,Italy,385.811,779.0129
759107402,451,10.143,Botswana,851.116,489.9247
186063214,348,12.88,Senegal,701.803,331.2212
632236761,360,1.592,Palau,346.276,22.2805
294687390,374,11.866,Cuba,846.011,197.5211
76419797,630,14.824,Liberia,707.889,188.0697
947921138,300,13.885,Bosnia and Herzegovina,205.933,3.4933
596612460,461,7.722,Georgia,111.651,794.3679
201006364,778,7.363,American Samoa,307.801,181.8306
25919743,565,3.633,Hungary,128.656,525.9252
101977976,681,12.376,Nepal,76.299,608.3653
345570838,823,15.759,Italy,883.681,920.6859
710400840,958,8.136,Wallis and Futuna,355.22,802.5246
573012542,87,8.313,South Africa,584.913,212.3197
188678310,687,8.096,Poland,837.456,895.206
748667676,753,8.413,Azerbaijan,5.507,770.2456
296498949,934,11.55,Palau,794.252,806.3097
438836475,328,7.578,Switzerland,251.489,808.7492
657029274,953,5.047,Peru,381.849,9.9344
816923049,675,8.637,Kazakhstan,236.905,328.5333
581903635,347,3.641,Uganda,713.295,466.6303
195180856,197,9.778,Iraq,498.019,443.3036
73620543,721,9.782,United States Minor Outlying Islands,153.879,62.0044
397928637,705,3.466,Kiribati,969.074,47.3323
898684257,861,12.478,Liechtenstein,113.874,672.0589
951087913,528,15.741,Martinique,769.722,578.1068
821089389,384,2.491,"Congo, The Democratic Republic of the",530.98,575.3166
523247190,905,1.201,Portugal,559.076,934.7988
594038174,417,11.544,Holy See (Vatican City State),87.792,408.7373
662079653,735,10.312,Paraguay,722.45,256.7783
309079231,729,3.642,Venezuela,698.935,378.3062
422206548,797,11.596,Tonga,971.964,669.4136
81437705,834,9.944,Mayotte,717.541,285.6333
826683357,326,2.951,Tunisia,782.055,692.2304
658498494,422,13.149,Ethiopia,209.154,352.4043
986534914,808,5.153,Estonia,364.695,52.3353
904585780,636,15.642,Northern Mariana Islands,520.39,220.7528
905619519,693,2.421,Ecuador,813.112,631.0564
375585233,824,12.642,United Arab Emirates,597.881,295.0482
48587662,284,15.104,Albania,393.873,374.7816
697543630,987,1.771,Madagascar,276.146,790.2466
404274334,409,4.495,Bulgaria,514.421,26.7841
40155364,950,6.498,Mauritius,341.246,537.6899
382859934,960,6.816,French Southern Territories,622.476,347.1045
661916645,992,5.191,Puerto Rico,957.144,53.4106
994004616,974,3.782,Pitcairn,546.903,929.2477
53956670,514,13.421,South Africa,185.087,707.0594
665815114,809,15.699,Saudi Arabia,166.508,641.9065
754482074,157,7.119,Malta,65.319,5.7786
185830363,847,3.743,Zimbabwe,148.622,18.8206
372173876,8,11.937,Faroe Islands,16.045,553.7366
185975487,673,1.239,Lithuania,1.478,5.5386
426937607,411,14.702,Belgium,541.534,149.4996
445968093,769,9.208,Oman,73.38,8.0984
315099836,356,8.897,Jersey,487.085,393.8193
136359986,48,6.461,"Moldova, Republic of",47.417,918.6877
519890954,961,7.323,Vanuatu,98.911,491.7828
135275903,732,2.593,Svalbard and Jan Mayen,227.381,983.2846
342741500,108,15.513,Chad,257.102,358.4833
225927786,864,11.637,China,782.735,859.1707
3408603,397,1.085,"Virgin Islands, British",323.299,3.9322
218848820,422,11.661,Tajikistan,910.092,994.5115
33628013,179,2.895,Sweden,967.854,753.0712
8138711,108,8.96,Yemen,822.557,321.1274
981107667,164,4.393,Gabon,711.018,160.8639
495587959,59,12.566,Tajikistan,266.143,816.7495
791930686,650,10.974,Congo,206.938,897.8438
667883309,99,14.326,Kuwait,183.204,219.8448
489367211,441,6.233,Papua New Guinea,150.398,90.4648
135205903,274,3.858,Cuba,323.217,35.3547
908034261,692,10.327,Bolivia,932.986,854.2589
66802141,78,5.396,Ecuador,489.564,498.0481
648303938,697,1.21,Palau,855.92,17.3208
9822150,744,6.261,Saint Helena,469.591,917.8013
54626881,550,7.003,Ethiopia,404.4,311.9068
712568048,231,5.14,Bhutan,744.242,249.0195
645021691,289,4.903,Burundi,551.676,483.7232
139021283,550,3.527,Mauritania,417.399,210.2136
517276037,990,1.517,Japan,667.335,475.0786
262809485,259,12.563,Lebanon,364.281,445.2876
942230266,830,13.351,Haiti,618.738,162.4659
114652406,436,5.862,Finland,253.055,201.2324
219602327,246,1.533,Netherlands,465.251,390.9591
678274323,218,8.198,Guinea-Bissau,629.057,435.6752
881112835,438,8.813,Venezuela,528.25,425.6575
169789638,436,7.74,Denmark,982.758,287.0512
989412116,244,9.207,Gambia,839.968,546.3169
950023186,721,6.629,Canada,407.872,653.4125
244646940,148,1.23,Uruguay,847.938,44.9911
530160101,346,13.743,Bouvet Island,465.96,133.7404
250859781,268,6.146,Turkey,486.978,563.2486
73376256,111,5.751,Benin,177.57,951.1645
246758842,279,9.002,AndorrA,364.538,133.2246
294399873,173,14.594,Guatemala,477.023,211.8051
239474156,992,10.862,Israel,25.367,648.0026
656770061,418,4.577,Fiji,134.516,567.8735
495949510,352,15.576,Benin,175.499,943.6421
192167723,636,14.79,Chad,376.167,745.9459
317807708,773,14.454,Egypt,312.385,163.724
858395806,94,4.533,Vanuatu,618.962,243.2991
656469215,289,7.626,Slovenia,831.808,207.5925
579241154,615,4.499,Angola,874.234,221.7799
3953367,319,14.65,Netherlands,851.247,783.3866
504146185,716,1.747,Grenada,572.112,820.0624
711815640,204,3.575,Bahamas,500.893,545.1327
430360362,613,14.474,Jordan,449.946,161.5388
130647393,32,13.691,British Indian Ocean Territory,99.039,523.5322
863867568,451,10.397,Reunion,963.084,869.241
478498184,80,13.8,Central African Republic,96.091,646.5661
531257169,145,2.803,Paraguay,997.304,259.5449
579870901,578,1.498,Croatia,931.62,173.7157
706985583,110,6.926,Reunion,709.018,280.1137
727389760,863,10.076,Bahamas,549.029,220.3077
725349826,855,15.934,Iraq,693.539,321.9207
702660418,359,7.772,Bosnia and Herzegovina,372.796,191.2992
953281640,837,2.463,Sweden,235.727,764.5322
733275831,385,11.696,Aruba,733.416,967.0298
800404092,166,2.246,Sierra Leone,337.976,290.6722
311372173,893,5.452,Russian Federation,743.052,602.7223
31988180,990,14.916,Guatemala,468.362,975.4278
60523436,828,12.056,RWANDA,194.264,498.3524
970035310,645,14.5,Namibia,296.632,71.5993
149346427,671,9.408,Hungary,858.243,498.57
795684474,97,10.803,"Korea, Republic of",840.045,923.9498
982671487,548,5.309,Ecuador,722.805,111.3037
263967523,970,5.684,Kenya,533.899,932.5776
805569921,631,3.353,French Polynesia,431.912,796.2531
94657635,405,2.036,Seychelles,158.135,129.9592
335053436,693,2.38,Sierra Leone,750.766,627.1869
863104452,858,1.174,Malaysia,40.488,672.1067
470328723,12,12.5,Australia,603.723,413.1373
666401880,552,8.061,United Kingdom,457.321,596.3659
387623035,319,11.755,Jersey,843.949,912.3533
612282262,267,10.741,Iraq,267.77,372.3408
629996756,496,5.9,Russian Federation,438.183,61.8028
929753916,73,2.025,Jordan,776.338,262.3273
83742649,617,12.296,Kiribati,87.61,658.2249
13868333,514,7.506,Saint Helena,341.292,618.9562
233807251,119,2.188,"Virgin Islands, U.S.",664.666,896.3914
158788376,911,5.606,Haiti,808.392,567.5328
561982451,237,10.279,Ukraine,354.986,729.4989
689498295,52,12.481,"Korea, Democratic People""S Republic of",252.172,356.0774
256800364,619,15.291,Falkland Islands (Malvinas),767.209,834.4307
338721850,450,5.853,Panama,239.644,778.9558
314441849,850,5.402,Congo,21.254,758.1901
696845293,376,8.446,Nicaragua,880.495,234.6944
534143356,726,4.645,Belize,939.702,793.235
38256796,355,8.272,United Arab Emirates,617.847,880.7719
904273916,54,6.657,United States Minor Outlying Islands,775.514,914.3911
276992139,933,5.507,Norway,821.47,785.0135
864694466,498,13.998,Ghana,186.63,221.1484
640209880,512,7.917,Romania,789.76,495.4193
706773814,238,15.523,Pakistan,380.248,301.5193
780677646,617,7.898,United Arab Emirates,737.952,487.6939
354606273,189,9.182,Brazil,617.233,65.2683
830199929,567,15.747,Fiji,432.923,312.2571
363820531,676,10.579,Fiji,836.895,994.8487
281809617,318,15.662,Turkmenistan,731.459,277.4481
773315325,457,14.712,"Macedonia, The Former Yugoslav Republic of",424.37,894.3231
273916547,392,11.015,New Caledonia,21.899,440.3942
36881752,97,11.426,Algeria,724.968,98.7877
813739895,246,15.656,Georgia,579.54,157.5732
944356056,431,5.87,Lebanon,259.686,272.2961
652916853,17,13.073,Kuwait,93.125,633.9731
814589732,679,8.651,Bulgaria,414.374,526.2651
994219793,379,15.333,Belgium,715.726,663.4197
800539553,554,6.067,Israel,699.905,536.0358
466457936,747,2.558,Nicaragua,38.816,310.2376
114816997,823,5.346,"Tanzania, United Republic of",730.298,200.1526
654675255,919,10.873,French Southern Territories,682.235,883.7574
216372137,346,4.306,Maldives,153.063,703.0695
990685163,501,2.073,Tonga,154.237,80.6375
331413389,390,4.009,Egypt,838.902,313.1998
659878617,967,13.648,Turkmenistan,204.825,497.7671
177502906,995,5.134,Lebanon,636.127,166.558
329566417,537,2.477,Svalbard and Jan Mayen,214.878,21.4425
974029542,338,6.178,Czech Republic,953.201,281.0805
306923245,335,15.179,Ecuador,732.365,714.8974
288193254,685,8.945,Argentina,979.388,492.8069
571104369,481,1.126,Malta,192.253,389.232
819889786,994,7.987,Tuvalu,612.319,300.7643
716755483,375,6.167,Gibraltar,539.076,787.1098
810235041,647,5.847,Gabon,756.745,297.5474
418657750,736,15.714,Germany,249.644,274.5378
803967636,353,1.415,Netherlands Antilles,921.642,513.3223
904214068,722,13.106,Barbados,288.26,886.1951
654336446,427,8.817,"Iran, Islamic Republic Of",661.967,781.2469
803321872,635,5.272,Barbados,572.435,590.6864
594563128,55,13.762,Mongolia,756.211,83.2223
416387038,655,3.07,Antigua and Barbuda,783.94,554.2863
310056308,130,12.611,Mozambique,656.275,514.5102
775682033,278,6.89,Norfolk Island,74.46,892.5155
421802099,962,7.142,Lithuania,657.672,114.6372
403642633,50,2.567,Philippines,179.216,327.8697
567730732,820,4.532,Bahrain,350.22,171.137
127019005,85,2.926,Israel,75.199,235.3017
779176805,180,11.781,Albania,14.118,78.3982
222353181,754,11.694,India,767.853,401.1943
982493102,289,9.286,Nauru,122.291,227.2654
741095158,508,4.638,Myanmar,236.031,917.9504
360353935,180,15.802,Ukraine,130.139,668.3291
707848393,336,1.575,Barbados,310.225,56.0788
848083361,451,1.002,Lithuania,932.174,870.7837
945237066,191,2.644,Tuvalu,705.269,239.3024
394741177,479,8.947,Armenia,809.805,67.0344
148018851,46,13.147,French Polynesia,332.807,120.6483
906901051,1,4.561,Slovenia,753.012,358.645
559270474,2,4.616,Honduras,302.294,920.4261
748609567,270,12.86,Bhutan,910.133,215.1367
200968817,874,7.116,Bouvet Island,21.726,723.1038
443711693,272,10.43,Guernsey,636.597,523.4295
456287847,368,2.894,Dominica,206.408,854.0199
893510095,890,11.222,Thailand,142.771,851.5068
230681327,995,13.285,Bouvet Island,263.424,879.3902
969472004,259,8.025,Jordan,32.188,466.9256
688486739,133,15.585,Eritrea,312.711,459.9259
682917146,576,15.336,Nauru,89.882,863.5015
248415859,975,4.154,Guyana,284.533,415.6548
663307472,61,11.018,Madagascar,529.774,448.9976
422733240,75,11.214,Afghanistan,369.445,910.0471
397704705,777,1.743,Bangladesh,662.526,541.2624
248460700,871,11.883,Niue,211.538,173.5883
324347848,342,5.255,Philippines,107.908,839.1152
683954067,577,15.677,Viet Nam,36.443,828.7134
570474253,727,1.591,"Virgin Islands, U.S.",468.576,796.2077
973875819,890,13.495,Azerbaijan,379.433,53.0506
302203176,823,12.194,Kenya,366.725,917.6201
912290704,321,11.078,Sao Tome and Principe,391.608,356.7576
990364533,311,1.497,"Moldova, Republic of",678.625,594.0329
563651958,250,4.124,Zimbabwe,831.899,785.0322
646257125,405,10.638,Peru,803.515,383.5878
450914321,263,4.637,American Samoa,22.772,396.1892
16440587,601,12.098,Singapore,919.111,813.4343
799931595,606,4.175,Benin,910.401,685.4217
634219642,121,4.839,Brazil,135.185,320.6974
602060347,762,14.968,Faroe Islands,803.275,668.1196
838733082,343,6.559,Burundi,327.533,810.2258
358537693,610,6.008,United States,310.555,857.3371
820772382,658,8.118,Italy,537.991,612.2905
684905215,791,2.376,Guatemala,537.737,987.7227
28003406,886,6.024,South Africa,999.196,913.2801
366854382,936,8.495,Senegal,486.216,478.7465
95046604,11,15.009,Congo,792.774,880.4158
541473922,49,6.072,Norway,536.676,653.3237
565453933,193,10.067,Lithuania,317.248,227.5226
566275193,287,5.87,"Iran, Islamic Republic Of",483.573,177.5836
389158884,672,1.755,Bermuda,285.5,323.6266
743089532,923,9.918,Sri Lanka,942.712,434.8649
546267854,164,5.139,Barbados,923.296,443.5432
470593850,861,12.62,Netherlands,758.94,568.2945
476315088,214,5.993,Guadeloupe,482.279,362.7683
690078281,284,3.906,Norfolk Island,196.807,988.5672
109169638,113,11.835,Bouvet Island,519.48,976.8931
871109213,332,5.649,Somalia,342.483,479.1225
520597896,228,13.327,Bahamas,942.449,358.5998
659138157,488,6.099,Samoa,44.435,475.5363
729244000,380,5.322,Israel,413.434,354.9596
245002911,750,12.204,Azerbaijan,682.324,88.2606
715560370,6,2.404,Mauritius,769.819,409.1209
462490601,21,12.306,Guernsey,840.526,109.232
433484481,79,9.336,Mauritius,424.553,56.7861
836347112,18,5.228,Paraguay,179.623,333.9037
434057693,876,15.499,Guinea,273.717,256.1045
120827493,337,15.357,"Congo, The Democratic Republic of the",228.432,850.826
115840841,87,13.746,Namibia,364.357,23.5563
437550768,588,6.622,United States Minor Outlying Islands,126.847,901.8314
83129348,43,10.744,Bosnia and Herzegovina,342.205,724.1033
570388685,14,4.407,Bouvet Island,615.316,187.8145
965515203,116,7.419,Cook Islands,842.287,19.7111
318758275,980,14.811,Algeria,95.077,383.3122
6896114,785,3.492,Montserrat,466.846,488.1516
931480106,519,10.536,Algeria,515.138,980.8766
239203530,384,9.112,Somalia,521.892,984.5527
226546140,824,6.076,Antigua and Barbuda,895.43,816.7563
958984983,931,3.281,Tonga,294.115,697.1266
709436862,208,15.667,Austria,779.336,688.9236
191729432,99,4.255,Barbados,936.577,951.3982
987421987,586,11.332,Dominican Republic,119.981,45.6158
617320031,894,8.747,Peru,14.595,136.3282
979542377,690,14.061,United Arab Emirates,648.156,688.4211
221874681,967,4.034,Kyrgyzstan,946.688,483.0849
506250164,984,5.107,Holy See (Vatican City State),312.875,342.9834
776040762,61,6.983,"Korea, Democratic People""S Republic of",636.309,693.2426
241617744,100,10.536,Uganda,471.949,423.155
384308532,719,9.786,Belize,648.205,180.5381
331888731,741,6.157,Burkina Faso,615.876,936.3028
866213418,160,1.7,Palau,930.48,390.8231
773843347,646,8.142,Uzbekistan,323.95,27.0584
961412305,262,4.341,Bhutan,346.726,653.9401
120219857,460,8.629,Ecuador,3.248,844.1147
829827361,990,13.831,Switzerland,577.514,841.7675
716217676,571,15.764,Georgia,84.588,789.1989
506835281,728,6.331,Chile,111.041,241.5564
555538465,925,5.763,Nauru,955.562,971.4958
514109568,351,2.277,Sweden,148.455,611.8726
875252055,503,9.391,Mexico,836.279,220.5596
964384842,78,3.253,Maldives,715.386,557.2853
381470863,387,9.597,Uzbekistan,49.484,427.7873
941354639,874,7.64,Hungary,294.422,7.5083
333024229,129,9.712,Slovenia,918.248,294.5194
621862103,105,3.271,Jordan,193.371,678.1718
446994491,734,10.792,Wallis and Futuna,967.169,766.7112
628494822,397,12.836,Gabon,257.604,711.1789
876349582,433,5.2,Togo,694.473,784.6355
90296275,678,14.477,United States,860.175,938.9318
438989766,230,3.444,Cayman Islands,576.474,825.7763
894321981,306,2.861,Georgia,249.676,906.8966
367819169,486,5.727,Slovenia,897.8,229.1284
238912018,196,10.019,Holy See (Vatican City State),791.102,949.6226
504114852,624,2.147,Western Sahara,22.351,476.3199
784028949,162,1.04,Jamaica,454.902,742.8531
33209427,189,6.053,Turkey,868.272,863.2668
283849989,301,14.658,Bhutan,989.404,691.7046
792742403,580,9.527,Afghanistan,142.673,613.2588
404723985,179,10.132,Comoros,348.688,544.9155
799852466,464,14.194,Åland Islands,693.583,171.7878
440953088,361,12.9,South Georgia and the South Sandwich Islands,118.051,368.8595
259010937,115,12.417,Timor-Leste,980.914,374.7623
422548130,151,3.268,French Guiana,969.921,309.1724
950086296,24,4.12,Djibouti,162.956,202.1191
329158894,487,6.216,"Tanzania, United Republic of",41.745,212.6655
66261053,891,1.912,Nepal,123.202,931.9196
683542970,556,12.775,Portugal,190.187,367.2317
454520306,509,2.663,India,43.288,647.7812
196494979,814,12.138,Argentina,526.786,949.9151
316088662,39,2.659,Martinique,716.951,500.843
984876314,302,5.417,Cambodia,386.722,482.2481
805117187,426,2.185,Angola,823.767,129.666
547800336,310,7.756,Madagascar,889.519,134.5481
388729901,742,10.288,Philippines,77.849,261.2782
518536433,781,6.715,Togo,277.829,247.4325
765799129,588,6.715,Bermuda,628.051,656.8898
441323417,32,7.401,Suriname,729.182,367.7114
480470534,191,12.514,"Congo, The Democratic Republic of the",466.011,383.7874
981401453,444,7.709,American Samoa,651.598,584.6016
651044310,956,4.215,"Tanzania, United Republic of",715.683,165.0294
101600892,20,3.992,San Marino,783.191,814.7474
